Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Avery Dunn,MSU,DL,2,4,6,0.0,13,1,0,0,0,0
Cody Jones,GAST,CB,3,3,6,0.0,0,0,1,0,0,0
Wilfried Pene,VT,DL,2,4,6,1.0,0,0,0,0,0,0
Trevon Locke,GASO,DL,2,4,6,0.0,0,0,0,0,0,0
Lamont Narcisse,RICE,CB,2,4,6,0.0,0,2,0,0,0,0
Diego Neri,BGSU,LB,2,4,6,0.0,0,0,0,0,0,0
Tristan Cox,OHIO,DT,2,4,6,0.0,0,0,0,0,0,0
Ja'Den McBurrows,MICH,DB,4,2,6,0.0,17,0,1,5,0,0
Brendan Toles,USM,CB,3,3,6,0.0,27,2,0,0,0,0
Jeremiah Pittman,IOWA,DL,3,3,6,0.0,0,0,0,0,0,0
Sed McConnell,ILL,DL,4,2,6,0.0,22,1,0,0,0,0
Stephon Hall,PITT,DB,4,2,6,0.0,0,0,0,0,0,0
Caden Curry,OSU,DE,4,2,6,1.0,0,1,0,0,0,0
J.D. Rhym,AUB,CB,4,2,6,0.0,15,0,1,0,0,0
Dejon Roney,SJSU,DL,3,3,6,0.0,32,1,0,0,0,0
Markeith Williams,MIA,DB,5,1,6,0.0,0,0,0,0,0,0
Laterrance Welch,LSU,CB,1,5,6,0.0,12,1,0,0,0,0
Tylon Dunlap,GAST,DE,5,1,6,0.0,0,0,0,0,0,0
Andrew Awe,RICE,LB,6,0,6,0.0,0,0,0,0,0,0
Brandon Berger,BALL,LB,3,3,6,0.0,0,0,0,0,0,0
Sirad Bryant,GT,DB,2,4,6,0.0,19,1,0,0,0,0
Kyle Wakefield,UTSA,LB,6,0,6,0.0,0,0,0,0,0,1
Sedrick Williams,HOU,DL,4,2,6,0.0,0,0,0,0,0,0
Jah-Marien Latham,ALA,DL,2,4,6,1.5,25,1,0,0,0,0
Noah Arinze,NMSU,LB,2,4,6,0.5,0,0,0,0,0,0
Justin Harrington,OU,DB,2,4,6,0.0,0,0,1,5,0,0
Zach Buckey,STAN,DL,3,3,6,0.5,19,1,0,0,0,0
Kamar Wilcoxson,TEM,S,1,5,6,0.0,0,0,0,0,0,0
Je'lin Samuels,SMU,DE,4,2,6,1.0,19,0,0,0,0,0
Quinn Urwiler,NIU,LB,3,3,6,0.0,0,0,0,0,0,0
DJ Warnell Jr.,ARIZ,S,3,3,6,0.0,7,0,0,0,0,0
Dylan Stevens,OHIO,LB,3,3,6,0.0,0,0,0,0,0,0
Pig Cage,UTSA,LB,4,2,6,0.0,0,1,0,0,0,0
Blake Hester,AKR,RB,3,3,6,0.0,-10,0,0,0,0,0
Devin Moore,FLA,CB,5,1,6,0.0,0,1,1,39,0,0
Kaleb Brown,UTSA,LB,2,4,6,0.0,0,0,0,0,0,0
Chris Davis Jr.,GAST,LB,6,0,6,1.0,0,0,0,0,0,0
Jeremiah Caldwell,M-OH,DB,6,0,6,0.0,0,1,0,0,0,0
John Nelson,BYU,DT,2,4,6,0.0,16,0,0,0,0,0
Bishop Thomas,COLO,DL,6,0,6,0.0,0,1,0,0,0,0
Amari Pouncy,NMSU,LB,3,3,6,0.0,13,0,0,0,0,0
Trey Porter,NIU,S,4,2,6,0.0,0,0,0,0,0,0
Kajuan Banks,SC,DB,5,1,6,0.0,0,0,1,17,0,0
Tray Brown,CCU,LB,3,3,6,0.0,0,1,1,0,0,0
Bryce Cowan,VAN,LB,3,3,6,0.0,17,0,1,5,1,0
Ryland Gandy,PITT,DB,5,1,6,0.0,0,0,0,0,0,0
Tobi Osunsanmi,KSU,LB,5,1,6,1.0,4,0,0,0,0,1
Trevion Williams,MSST,DL,1,5,6,0.0,0,0,0,0,0,0
Christian Gray,ND,CB,5,1,6,0.0,25,1,1,0,0,0
Gabe Harris,UGA,LB,5,1,6,0.0,0,0,0,0,0,0
Jacobe Johnson,OU,DB,4,2,6,0.0,0,0,0,0,0,0
Terrance Love,AUB,S,3,3,6,0.0,0,1,0,0,0,0
Darius Long Jr.,CAL,DL,3,3,6,0.0,0,1,0,0,0,1
Jurriente Davis,TA&M,LB,2,4,6,0.0,0,0,0,0,0,0
Bryce Cage,TXST,DE,3,3,6,0.0,9,0,0,0,0,0
Braxton Fely,BOIS,DT,3,3,6,0.5,0,0,0,0,0,0
Joe Hutson,NAVY,DE,3,3,6,0.0,11,1,0,0,0,0
Merhauti Xepera,FRES,DL,5,1,6,0.0,94,0,0,0,0,0
Ryan Henderson,SDSU,DL,4,2,6,1.0,0,0,0,0,0,0
Adepoju Adebawore,OU,DL,3,3,6,1.5,0,1,0,0,0,0
Jaden Harris,MIA,DB,5,1,6,0.0,2,0,0,0,0,0
Khamari Terrell,ORE,DB,2,4,6,0.0,0,1,0,0,0,0
Tate Zimmerman,UNM,LB,3,3,6,0.0,11,0,0,0,0,0
Daveon Hook,RICE,S,5,1,6,0.0,0,2,0,0,0,1
Antwone Santiago,TEM,LB,4,2,6,0.0,7,0,0,0,0,0
Joshua Madison,CCU,S,4,2,6,0.0,0,0,0,0,0,0
Malik Hartford,OSU,S,1,5,6,0.0,0,2,0,0,0,0
De'Marion Thomas,VAN,DL,1,5,6,0.0,0,0,0,0,0,0
Daniel Wingate,MD,LB,5,1,6,0.0,0,0,0,0,0,0
Dante Lovett,VT,CB,5,1,6,0.0,0,0,0,0,0,0
Deven Bryant,WASH,LB,5,1,6,0.0,8,0,0,0,0,0
Abdul Muhammad,SMU,S,4,2,6,0.0,0,0,0,0,0,0
Jordan Sanford,TTU,DB,3,3,6,0.0,0,0,0,0,0,0
Chris Rodgers,TROY,S,3,3,6,0.0,0,0,0,0,0,0
Jamih Otis,HAW,LB,4,2,6,0.0,0,0,0,0,0,0
Zykeius Strong,HOU,DL,1,5,6,0.0,0,0,0,0,0,0
Ladarian Paulk,FIU,DB,4,2,6,0.0,4,0,0,0,0,0
Maurion Eleam,UL,S,4,2,6,0.0,0,0,0,0,0,0
Marcus Wiser,UL,DL,4,2,6,0.0,11,0,0,0,0,0
BJ Harris,UNLV,DB,4,2,6,0.0,0,0,0,0,0,0
Bronson Olevao Jr.,USU,LB,5,1,6,0.0,17,0,0,0,0,0
Jonathan Capo,BUFF,S,2,4,6,0.0,0,0,0,0,0,0
Joey Rattin,NIU,DB,3,3,6,0.0,0,0,0,0,0,0
Tracy Hill Jr.,GASO,DB,3,3,6,0.0,0,0,0,0,0,0
Jadais Richard,MIA,DB,4,2,6,0.0,7,0,0,0,0,0
AJ Beale,ARST,LB,3,3,6,0.0,0,0,0,0,0,0
Marcel Tyler,WMU,DL,3,3,6,0.0,0,0,0,0,0,0
Gafa Faga,SJSU,DL,3,3,6,0.0,0,0,0,0,0,0
Dupre Mendoza,FRES,DL,3,3,6,1.5,9,0,0,0,0,0
Trez Moore,UTEP,CB,3,3,6,0.0,0,1,1,0,0,0
Ryan McCulloch,CAL,LB,2,4,6,0.0,13,0,0,0,0,0
Jonathan Jones,ECU,DB,2,3,5,0.0,0,2,0,0,0,0
Jalen Sami,MSU,DL,1,4,5,0.5,3,0,0,0,0,0
Michael Matus,ASU,DE,3,2,5,0.5,0,0,0,0,0,0
Jaylen Joyner,MEM,DL,2,3,5,1.0,0,0,0,0,0,0
Jorden Starling,MTSU,DT,3,2,5,0.0,0,0,0,0,0,0
Davoan Hawkins,WVU,DL,2,3,5,1.0,3,1,0,0,0,0
Kavosiey Smoke,COLO,RB,4,1,5,0.0,0,0,0,0,0,0
Perris Jones,UVA,RB,3,2,5,0.0,19,0,0,0,0,0
Julian Ortega-Jones,TXST,WR,4,1,5,0.0,0,0,0,0,0,0
Jahmar Brown,CCU,S,4,1,5,1.0,0,0,0,0,0,0
Warren Burrell,TENN,DB,3,2,5,0.0,24,0,1,13,0,0
Davion Daniels,BGSU,S,3,2,5,0.0,3,0,0,0,0,0
Damarius Good,TXST,RB,2,3,5,0.0,0,0,0,0,0,0
Sitiveni Havili Kaufusi,UCLA,DL,3,2,5,0.0,14,0,0,0,0,0
Caden Kolesar,MICH,DB,2,3,5,0.0,0,1,0,0,0,0
Jalen Thornton,WVU,DL,1,4,5,0.5,0,0,0,0,0,0
Akheem Mesidor,MIA,DL,3,2,5,0.0,0,0,0,0,0,0
Jared Dawson,LOU,DL,2,3,5,1.0,25,0,0,0,0,0
Zach Marcheselli,TCU,LB,3,2,5,0.0,0,0,1,0,0,0
Aidan Keanaaina,ND,DL,2,3,5,0.0,0,0,0,0,0,0
Kaden Johnson,WIS,LB,3,2,5,1.0,0,0,0,0,0,1
Damon Payne Jr.,ALA,DL,0,5,5,0.0,0,0,0,0,0,0
Zion Shockley,CLT,DL,4,1,5,1.0,33,0,0,0,0,0
Marlon Krakue,FAU,DE,2,3,5,1.0,0,0,0,0,0,0
Darius Snow,MSU,LB,2,3,5,0.0,0,0,0,0,0,0
Amin Vanover,PSU,DE,3,2,5,1.5,7,0,0,0,0,1
Anthony Beavers Jr.,USC,S,3,2,5,0.0,0,0,0,0,0,0
Wynden Ho'ohuli,HAW,DL,4,1,5,1.0,28,0,0,0,0,0
Will Norris,MIZ,LB,4,1,5,0.0,0,0,0,0,0,0
Malik Chavis,ARK,DB,2,3,5,1.0,18,0,0,0,0,0
Tyrece Edwards,MTSU,DT,3,2,5,0.0,0,0,0,0,0,0
Tramel Walthour,UGA,DL,2,3,5,0.0,20,0,0,0,0,0
Caden Campolieti,OHIO,LB,2,3,5,0.0,0,0,0,0,0,0
Jalen Rudolph,UTEP,DT,1,4,5,0.0,0,0,0,0,0,0
Jaylen Phillips,SHSU,LB,1,4,5,0.0,0,0,0,0,0,0
Kevon Haigler,APP,DE,0,5,5,0.5,0,0,0,0,0,0
Ty Cooper,MSST,DL,0,5,5,0.0,0,0,0,0,0,0
Shambre Jackson,MASS,DT,2,3,5,0.5,0,0,0,0,0,0
David Abiara,SMU,DE,4,1,5,0.5,0,0,0,0,0,0
Derrick Edwards,LOU,DB,3,2,5,0.0,5,0,0,0,0,0
Terrell Tilmon,TTU,LB,3,2,5,1.0,0,0,0,0,0,0
AD Diamond,UAB,CB,1,4,5,0.0,14,1,1,0,0,0
Andrew Wilson-Lamp,WVU,CB,4,1,5,0.0,0,0,0,0,0,0
Hammond Russell IV,WVU,DL,2,3,5,0.5,0,0,0,0,0,0
Jardin Gilbert,TA&M,DB,2,3,5,0.0,0,1,0,0,0,0
Caleb Robinson,WYO,DT,3,2,5,0.0,0,0,0,0,0,0
Eric Thomas Jr.,USM,DE,2,3,5,1.0,0,1,0,0,0,0
DiMarco Johnson,AKR,S,3,2,5,0.0,0,0,0,0,0,0
Elroyal Morris III,RICE,DL,4,1,5,0.0,0,0,0,0,0,0
Josh Moore,FAU,S,4,1,5,0.0,17,0,0,0,0,0
Brandon Buckner,MTSU,DE,2,3,5,1.0,0,1,0,0,0,0
Alan Wright,VAN,CB,2,3,5,0.0,0,1,0,0,0,0
Elijah Sabbatini,USM,S,4,1,5,0.0,0,2,0,0,0,0
DD Snyder II,BALL,DB,2,3,5,0.0,14,0,0,0,0,0
Cejae Ceasar,UL,S,2,3,5,0.0,0,0,0,0,0,0
Adam Weynand,NEV,LB,3,2,5,0.0,0,0,0,0,0,0
Dante Anderson,FSU,DL,2,3,5,0.0,0,0,0,0,0,0
Nico Davillier,ARK,DL,2,3,5,1.0,0,0,0,0,0,0
Jaylon Guilbeau,TEX,DB,3,2,5,0.0,0,2,0,0,0,0
Marvin Jones Jr.,UGA,LB,3,2,5,0.0,0,0,0,0,0,0
Jeadyn Lukus,CLEM,CB,4,1,5,0.0,39,2,0,0,0,0
Sam McCall,TA&M,DB,3,2,5,0.0,12,1,0,0,0,0
Jaidan Scott,SHSU,DB,4,1,5,0.0,0,0,0,0,0,0
Jacolby Spells,WVU,CB,4,1,5,0.0,20,1,0,0,0,0
Caleb Taylor,KU,DL,2,3,5,0.5,21,1,0,0,0,0
Damian Ilalio,KSU,DT,2,3,5,0.5,1,0,0,0,0,0
J.J. Hawkins,COLO,DE,3,2,5,0.0,0,0,0,0,0,0
Cameron Bergeron,DUKE,NT,4,1,5,0.0,15,0,0,0,0,0
Jah-Mal Williams,CIN,LB,2,3,5,0.0,0,0,0,0,0,0
Nick Days,LIB,LB,2,3,5,0.0,0,1,0,0,0,0
Kervins Choute,UCF,DT,2,3,5,0.5,0,0,0,0,0,0
Jaionte McMillan,TCU,CB,4,1,5,1.0,0,0,0,0,0,0
Victor Obi,TXST,DE,4,1,5,1.0,0,0,0,0,0,0
Matthew Maschmeier,KSU,S,4,1,5,0.0,22,1,0,0,0,0
Ja'Had Carter,OSU,S,2,3,5,0.0,0,0,0,0,0,0
Javarius Hoskins,JVST,DE,3,2,5,0.0,0,0,0,0,0,0
Dominic Gonnella,USF,RB,4,1,5,0.0,0,0,0,0,0,0
Quinn Roff,WSU,DE,4,1,5,0.0,0,0,0,0,0,0
Andre Fuller,TOL,CB,3,2,5,0.0,2,2,0,0,0,0
Jacob Ferguson,GASO,DL,2,3,5,1.0,3,0,0,0,0,0
Joshua Swift,UCLA,DB,3,2,5,0.0,0,0,0,0,0,0
Will Shaffer,ASU,LB,2,3,5,0.0,2,0,0,0,0,0
Davone Walden Jr.,UNLV,DB,5,0,5,0.0,0,0,0,0,0,1
Darris Smith,UGA,LB,5,0,5,0.0,0,1,0,0,0,0
Caden Blum,AFA,DL,3,2,5,0.5,0,0,0,0,0,0
Nate Rutchena,CAL,LB,0,5,5,0.0,0,0,0,0,0,0
Jeremiah Robinson,USM,S,3,2,5,1.0,40,0,0,0,0,0
Kenny Fletcher,RUTG,DL,1,4,5,1.0,5,0,0,0,0,1
Linus Zunk,VAN,DE,2,3,5,0.5,0,0,0,0,0,0
CJ Clinkscales,BC,DB,4,1,5,0.0,6,0,1,4,0,0
Terian Williams,STAN,CB,3,2,5,0.0,56,0,0,0,0,0
Micah Pollard,MICH,LB,2,3,5,0.0,0,0,0,0,0,0
Kalen Carroll,CIN,DB,3,2,5,0.0,0,2,0,0,0,0
Mani Powell,ARK,LB,3,2,5,0.0,1,0,0,0,0,0
A.J. Cottrill,FSU,LB,3,2,5,0.0,0,0,0,0,0,0
Cameron Crowell,NIU,DE,1,4,5,0.0,0,0,0,0,0,0
Dionte Thornton,BOIS,CB,2,3,5,0.0,0,0,0,0,0,0
Iliyas Fuavai,USM,DE,3,2,5,0.0,15,0,0,0,0,0
Jaleel Johnson,OKST,DE,2,3,5,1.0,-1,0,0,0,0,0
Koen Entringer,IOWA,DB,5,0,5,0.0,0,0,0,0,0,0
Jeremiah Hasley,DUKE,TE,1,4,5,0.0,0,0,0,0,0,0
Evan Smith,NU,DB,2,3,5,0.0,6,0,0,0,0,0
Donovan Spellman,APP,LB,2,3,5,1.0,0,0,1,0,0,0
Javious Bond,ECU,RB,3,2,5,0.0,0,0,0,0,0,0
Damari Brown,MIA,DB,4,1,5,0.0,0,0,0,0,0,0
Lewis Carter,OU,LB,1,4,5,0.0,0,0,0,0,0,0
Ahmere Foster,MRSH,CB,2,3,5,0.0,0,1,0,0,0,1
Liona Lefau,TEX,LB,2,3,5,0.0,0,0,0,0,0,0
Takari Hickle,ORST,DL,2,3,5,2.0,30,0,0,0,0,1
TJ Hall,IOWA,DB,3,2,5,0.0,0,0,0,0,0,0
CJ Campbell Jr.,FSU,RB,3,2,5,0.0,0,0,0,0,0,0
Jordan van den Berg,PSU,DT,3,2,5,0.0,0,0,0,0,0,0
Jackson Kuwatch,M-OH,LB,2,3,5,0.0,0,0,0,0,0,0
Jalen Apalit-Williams,SJSU,DB,3,2,5,0.0,0,0,0,0,0,0
Jonathan Decker,CMU,OL,2,3,5,0.0,0,0,0,0,0,0
T'sai McDaniel,UAB,CB,5,0,5,0.0,0,0,0,0,0,0
Syrus Dumas,UTSA,CB,3,2,5,0.0,0,1,0,0,0,0
Jack Reiger,LOU,LB,3,2,5,0.0,9,0,0,0,0,0
Chance Singleton,GAST,CB,4,1,5,0.0,0,0,0,0,0,0
Quantaves Gaskins,VAN,CB,4,1,5,0.0,5,0,0,0,0,0
Asa Newsom,KSU,LB,4,1,5,0.0,61,0,0,0,0,0
Jalil Martin,SYR,DB,1,4,5,0.0,18,0,0,0,0,0
Konnor Near,OU,LB,4,1,5,0.0,11,0,0,0,0,0
Devonte Tezino,BAY,DL,3,2,5,1.0,20,0,0,0,0,1
Jamare Glasker,WAKE,DB,3,2,5,0.0,0,0,0,0,0,0
Fisher Camac,UNLV,DL,2,3,5,1.0,9,1,0,0,0,0
Bryson Taylor,UNM,S,3,2,5,0.0,0,0,0,0,0,0
Jacquez Williams,USF,DL,4,1,5,1.0,0,0,0,0,0,0
Jontez Williams,ISU,DB,2,3,5,0.0,0,2,0,0,0,0
Matthew Bailey,ILL,DB,3,2,5,0.0,0,0,0,0,0,0
Sione Noa,FRES,DL,2,3,5,1.0,7,0,0,0,0,0
Jonathan Maldonado,NEV,LB,3,2,5,0.0,0,0,1,23,0,0
Keyon Clark,JVST,DE,1,4,5,0.0,0,0,0,0,0,0
Justin Cryer,FSU,LB,1,4,5,0.0,0,0,0,0,0,0
Shelton Lewis,CLEM,CB,4,1,5,0.0,0,2,0,0,0,0
Rickey Gibson III,TENN,DB,3,2,5,0.0,0,0,0,0,0,0
Randon Fontenette,TCU,S,4,1,5,0.0,0,0,0,0,0,0
Braden Awls,TOL,DB,3,2,5,0.0,18,0,0,0,0,0
Ta'Shawn James,ISU,DB,5,0,5,0.0,0,0,0,0,0,0
Leroy Bryant,WASH,CB,4,1,5,0.0,1,0,0,0,0,0
Tyler Stolsky,MINN,LB,1,4,5,0.0,0,0,0,0,0,0
Kenyatta Jackson Jr.,OSU,DE,3,2,5,1.0,11,0,0,0,0,0
Treyveon McGee,ISU,DB,4,1,5,0.0,0,0,0,0,0,0
John Klosterman,ISU,LB,1,4,5,0.0,9,0,0,0,0,0
Donavon Platt,ARMY,DB,1,4,5,0.0,6,0,0,0,0,0
Eric Ford,ARMY,LB,1,4,5,0.0,0,0,0,0,0,0
Avery Smith,TOL,CB,2,3,5,0.0,36,1,0,0,0,0
David Murphy,UNM,S,2,3,5,0.0,0,0,0,0,0,0
Michael Molnar,OHIO,LB,1,4,5,0.0,0,0,0,0,0,0
Tevita Fotu,UTAH,DT,2,3,5,0.0,10,2,0,0,0,0
Victor Snow,BUFF,WR,3,2,5,0.0,0,0,0,0,0,0
Zakari Tillman,MSST,LB,1,4,5,0.0,0,0,0,0,0,0
Jake Reichle,ORST,RB,3,2,5,0.0,0,0,0,0,0,0
Keion Mitchell,SDSU,DL,2,3,5,0.0,0,0,0,0,0,0
Jayden Childers,WMU,DL,3,2,5,0.0,8,0,0,0,0,1
Mory Bamba,BYU,CB,3,2,5,0.0,0,0,0,0,0,0
Jalen Thomeson,OHIO,S,2,3,5,0.0,0,0,0,0,0,0
Ryan Wilson,FRES,DB,4,1,5,0.0,32,0,0,0,0,0
Peyton Reasonover,TOL,CB,3,2,5,0.0,0,0,0,0,0,0
Toddrick Brewton,FIU,DE,2,3,5,0.0,0,0,0,0,0,0
Sam Benjamin,ASU,DL,2,3,5,0.0,0,0,0,0,0,0
Zane Poulter,ARMY,LB,2,3,5,0.0,0,0,0,0,0,0
Jayce Hunter,UTEP,S,3,2,5,0.0,0,0,0,0,0,0
Jake Hall,UTEP,LB,2,3,5,0.0,4,0,0,0,0,0
Jordan Campbell,RICE,DE,1,4,5,0.5,0,0,0,0,0,0
Gabriel Amegatcher,NIU,CB,3,2,5,0.0,0,0,0,0,0,0
Connor Strudwick,TLSA,LB,3,2,5,0.0,0,0,0,0,0,1
Levi Brown,AFA,CB,3,2,5,0.0,0,0,0,0,0,0
Jamorri Colson,WSU,DB,2,3,5,0.0,43,1,1,0,0,0
Elijah Davis,SC,DL,3,2,5,0.0,7,0,0,0,0,0
Marcus Moore Jr.,AKR,DL,2,3,5,0.0,0,0,0,0,0,0
Daniel Tupuola,SHSU,DL,3,2,5,0.0,0,0,0,0,0,0
Michael Coats Jr.,NEV,CB,4,1,5,0.0,0,2,1,42,0,0
Ryan Johnson,AKR,DL,3,1,4,0.0,0,0,0,0,0,0
Keenan Pili,TENN,LB,2,2,4,0.0,0,0,0,0,0,0
Brian Norris,USF,LB,4,0,4,0.0,0,0,0,0,0,0
Samuela Tuihalamaka,SDSU,DL,1,3,4,0.0,30,0,0,0,0,0
Eriq Gilyard,CONN,LB,3,1,4,0.0,0,0,0,0,0,0
Tico Brown,TCU,DL,1,3,4,0.0,0,0,0,0,0,0
Mikey Haney,EMU,DL,0,4,4,0.0,0,0,0,0,0,0
Jake Heimlicher,UCLA,DL,3,1,4,0.0,0,1,0,0,0,0
Julius Welschof,CLT,DL,1,3,4,0.0,28,0,0,0,0,0
Alex Brown,VAN,DB,2,2,4,0.0,0,0,0,0,0,0
Nakia Watson,WSU,RB,3,1,4,0.0,8,0,0,0,0,0
Seth Porter,KSU,WR,4,0,4,0.0,0,0,0,0,0,0
Raymond Woodie III,CAL,DB,4,0,4,0.0,7,0,0,0,0,0
Aman Greenwood,SYR,DB,3,1,4,0.0,0,0,0,0,0,0
Kiland Harrison,TULN,DB,4,0,4,0.0,8,0,0,0,0,0
Dontay Hunter II,OHIO,DE,2,2,4,1.0,0,0,0,0,0,0
Asher Alberding,CAL,TE,3,1,4,0.0,0,0,0,0,0,0
Orin Patu,ARIZ,DL,2,2,4,0.0,0,0,0,0,0,0
Ricky Samuel,JVST,DL,1,3,4,1.0,26,0,0,0,0,0
Dalvin Smith,WKU,WR,2,2,4,0.0,0,0,0,0,0,0
Marcus Stripling,OU,DL,1,3,4,1.5,0,0,0,0,0,0
RaQuan Thompson,UTEP,DL,0,4,4,0.0,0,0,0,0,0,0
Lee Witherspoon,UAB,RB,3,1,4,0.0,6,0,0,0,0,0
Alfred Chea,CONN,DB,2,2,4,0.0,0,0,0,0,0,0
Clayton Coll,BALL,LB,1,3,4,0.0,0,0,0,0,0,0
Dallas Gamble,USA,CB,2,2,4,0.0,0,1,0,0,0,0
Marqui Lowery Jr.,MSU,DB,3,1,4,0.0,4,2,0,0,0,0
Darien Porter,ISU,DB,4,0,4,0.0,0,2,0,0,0,0
Seth Naotala,JMU,LB,4,0,4,0.0,23,0,0,0,0,1
Bryson Bonds,IU,DB,4,0,4,0.0,0,0,0,0,0,0
Aaron Armitage,STAN,LB,2,2,4,1.0,15,0,0,0,0,0
Jabari Ishmael,MRSH,DL,1,3,4,0.0,0,0,0,0,0,0
Taurus Simmons,WVU,DL,3,1,4,0.0,0,0,0,0,0,0
Dylan Brooks,KU,DE,2,2,4,0.0,0,0,0,0,0,0
Teddy Knox,SMU,WR,3,1,4,0.0,3,0,0,0,0,0
Jamier Johnson,IU,DB,3,1,4,0.0,0,0,0,0,0,0
Ethan Wright,CIN,RB,2,2,4,0.0,0,0,0,0,0,0
Kyle Thomas,AKR,DL,1,3,4,0.0,0,0,0,0,0,0
Todd Bumphis,CIN,CB,4,0,4,0.0,0,0,0,0,0,0
Tristen Hines,EMU,DB,2,2,4,0.0,76,0,0,0,0,0
Joe Lusardi,RUTG,DB,1,3,4,0.0,0,0,0,0,0,0
Chazz Wallace,COLO,DL,3,1,4,0.0,4,0,0,0,0,0
Ja'Markis Weston,FLA,S,4,0,4,0.0,1,0,0,0,0,0
Darian Varner,WIS,DE,1,3,4,0.0,0,0,0,0,0,0
Will Goldberg,SMU,S,1,3,4,0.0,31,0,0,0,0,0
Sean O'Keefe,TLSA,S,3,1,4,0.0,0,0,0,0,0,0
Myles Turner,MASS,LB,1,3,4,0.0,0,0,0,0,0,0
John Burton,MASS,LB,1,3,4,0.0,0,0,0,0,0,0
Tatum Grass,WIS,LB,3,1,4,0.0,0,0,0,0,0,0
Damon Miller,UAB,S,3,1,4,0.0,0,1,0,0,0,0
Dalen Cambre,UL,WR,2,2,4,0.0,8,0,0,0,0,0
Jalen Jackson,MTSU,CB,4,0,4,0.0,0,2,0,0,0,0
Tahir Annoor,TULN,DB,3,1,4,0.0,4,0,0,0,0,0
Jack Scroggs,APP,LB,1,3,4,0.0,0,0,1,12,0,0
Immanuel Bush,JMU,DL,1,3,4,0.0,0,0,0,0,0,0
Terrence Cooks Jr.,TCU,LB,3,1,4,0.0,0,0,0,0,0,0
Dyson McCutcheon,WASH,CB,4,0,4,0.0,12,0,0,0,0,0
Michael Larbie,RICE,DL,2,2,4,1.0,0,0,0,0,0,0
Jantzen Dunn,UK,DB,3,1,4,0.0,0,0,0,0,0,0
JoJo Johnson,IU,DB,0,4,4,0.0,0,1,0,0,0,0
Terion Sugick,ARST,DL,1,3,4,0.0,0,0,0,0,0,0
Derek Wilkins,CAL,DL,2,2,4,1.0,0,0,0,0,0,0
Al-Jay Henderson,BUFF,RB,1,3,4,0.0,0,0,0,0,0,0
Kaci Seegars,OHIO,DE,1,3,4,0.0,0,0,0,0,0,1
Damon Ollison II,TOL,LB,2,2,4,0.0,0,0,0,0,0,0
Javar Strong,USU,S,2,2,4,0.0,0,0,0,0,0,0
Aakil Washington,LIB,LB,2,2,4,0.0,0,0,0,0,0,0
Rob Jackson,CIN,DE,0,4,4,0.0,0,0,0,0,0,0
Buck Coors,WYO,DB,4,0,4,0.0,0,0,0,0,0,0
Ose Egbase,UNLV,DL,3,1,4,1.0,0,0,0,0,0,0
Duece Jones,UNM,WR,4,0,4,0.0,23,0,0,0,0,0
Al-Shadee Salaam,RUTG,RB,3,1,4,0.0,0,0,0,0,0,0
D.J. Withers,KU,DL,2,2,4,0.0,6,0,0,0,0,0
Carston Marshall,ISU,LB,1,3,4,0.0,0,0,0,0,0,0
Donovan Stephens,OKST,LB,2,2,4,0.5,9,0,0,0,0,0
Kolbe Cage,USM,LB,0,4,4,0.0,0,0,0,0,0,0
Micah Young,WYO,LB,1,3,4,0.0,0,0,0,0,0,0
Semisi Saluni,ORST,DL,3,1,4,0.0,0,0,0,0,0,0
Owen Stoudmire,BC,DT,0,4,4,0.0,14,0,0,0,0,0
Aaron Turner,CIN,WR,2,2,4,0.0,0,0,0,0,0,0
Isaiah Newcombe,UCLA,DB,2,2,4,0.0,7,0,0,0,0,0
Maurice Heims,WASH,DE,1,3,4,0.0,0,0,0,0,0,0
Ty Myles,NIU,DB,4,0,4,0.0,0,0,0,0,0,0
Tony McCray Jr.,GAST,CB,3,1,4,0.0,0,2,0,0,0,0
Tre'Quon Fegans,USC,CB,3,1,4,0.0,0,0,0,0,0,0
Kwan Williams,BC,DL,2,2,4,0.0,0,0,0,0,0,0
Jacob Busic,NAVY,DE,4,0,4,1.0,0,2,0,0,0,0
Shane Whitter,OU,LB,3,1,4,0.0,0,0,0,0,0,0
Van Heitmann,RICE,DL,3,1,4,0.0,0,0,0,0,0,0
Jalen Garner,HOU,LB,1,3,4,0.0,0,0,0,0,0,0
Greyson Metz,NU,LB,1,3,4,0.0,0,0,0,0,0,0
Jimmy Scott,PITT,DL,0,4,4,0.0,0,0,0,0,0,0
Elijah Fuentes-Cundiff,SYR,DL,1,3,4,0.0,1,1,0,0,0,0
Stephen Sings V,AUB,LB,4,0,4,0.0,0,0,0,0,0,0
Ilijah Johnson,UTEP,CB,3,1,4,0.0,26,1,0,0,0,0
Jalen Montgomery,MTSU,RB,2,2,4,0.0,0,0,0,0,0,0
Joe McFadden,CONN,PK,4,0,4,0.0,5,0,0,0,0,0
Kenny Byrd,UTEP,LB,2,2,4,0.0,0,1,0,0,0,0
Trent Low,TTU,LB,0,4,4,0.5,15,0,0,0,0,0
Isaiah Dunson,BAY,CB,3,1,4,0.0,0,0,0,0,0,0
Jason Moore,GT,DL,2,2,4,0.0,0,0,0,0,0,0
Al Ashford III,USU,CB,0,4,4,0.0,0,0,0,0,0,0
Will Brooks,TENN,DB,4,0,4,0.0,27,1,0,0,0,0
